Year,Ranking,Series,"NIPA Table 2.9, Line Number",Quantile or Summary Metric,Value
2001,None,Proprietors' income with inventory valuation,24,Total ($Billions),831
2001,None,Rental income of households with capital consumption adjustment,25,Total ($Billions),198
2001,None,Household income receipts on assets,26,Total ($Billions),1424
2001,None,Household interest income,27,Total ($Billions),1059
2001,None,Household dividend income,28,Total ($Billions),365
2001,None,Household current transfer receipts,29,Total ($Billions),1217
2001,None,Government social benefits,30,Total ($Billions),1132
2001,None,Household current transfer receipts from business (net),31,Total ($Billions),34
2001,None,Household current transfer receipts from nonprofit institutions,32,Total ($Billions),51
2001,None,"Contributions for government social insurance, domestic",33,Total ($Billions),733
2001,None,Household income,22,Total ($Billions),8975
2001,None,Personal income,1,Total ($Billions),8993
2001,None,Taxes,12,Total ($Billions),1239
2001,None,Disposable personal income,13,Total ($Billions),7754
2001,None,Compensation of employees,23,Total ($Billions),6038
2001,None,Proprietors' income with inventory valuation,24,Total ($Billions),831
2001,None,Rental income of households with capital consumption adjustment,25,Total ($Billions),198
2001,None,Household income receipts on assets,26,Total ($Billions),1424
2001,None,Household interest income,27,Total ($Billions),1059
2001,None,Household dividend income,28,Total ($Billions),365
2001,None,Household current transfer receipts,29,Total ($Billions),1217
2001,None,Government social benefits,30,Total ($Billions),1132
2001,None,Household current transfer receipts from business (net),31,Total ($Billions),34
2001,None,Household current transfer receipts from nonprofit institutions,32,Total ($Billions),51
2001,None,"Contributions for government social insurance, domestic",33,Total ($Billions),733
2001,None,Household income,22,Total ($Billions),8975
2001,None,Personal income,1,Total ($Billions),8993
2001,None,Taxes,12,Total ($Billions),1239
2001,None,Disposable personal income,13,Total ($Billions),7754
2001,None,Unweighted Observations,N/A,Total,78200
2001,None,Weighted Observations,N/A,Total,109297048
2001,Equivalized Personal Income,Compensation of employees,23,0-10%,0.0105
2001,Equivalized Personal Income,Proprietors' income with inventory valuation,24,0-10%,-0.0055
2001,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,0-10%,0.0209
2001,Equivalized Personal Income,Household income receipts on assets,26,0-10%,0.0081
2001,Equivalized Personal Income,Household interest income,27,0-10%,0.0096
2001,Equivalized Personal Income,Household dividend income,28,0-10%,0.0037
2001,Equivalized Personal Income,Household current transfer receipts,29,0-10%,0.0798
2001,Equivalized Personal Income,Government social benefits,30,0-10%,0.078
2001,Equivalized Personal Income,Household current transfer receipts from business (net),31,0-10%,0.0178
2001,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,0-10%,0.1609
2001,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,0-10%,0.0106
2001,Equivalized Personal Income,Household income,22,0-10%,0.0182
2001,Equivalized Personal Income,Personal income,1,0-10%,0.0174
2001,Equivalized Personal Income,Taxes,12,0-10%,0.0012
2001,Equivalized Personal Income,Disposable personal income,13,0-10%,0.02
2001,Equivalized Personal Income,Compensation of employees,23,10-20%,0.0248
2001,Equivalized Personal Income,Proprietors' income with inventory valuation,24,10-20%,0.0021
2001,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,10-20%,0.0395
2001,Equivalized Personal Income,Household income receipts on assets,26,10-20%,0.0106
2001,Equivalized Personal Income,Household interest income,27,10-20%,0.0125
2001,Equivalized Personal Income,Household dividend income,28,10-20%,0.0053
2001,Equivalized Personal Income,Household current transfer receipts,29,10-20%,0.1231
2001,Equivalized Personal Income,Government social benefits,30,10-20%,0.1279
2001,Equivalized Personal Income,Household current transfer receipts from business (net),31,10-20%,0.0336
2001,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,10-20%,0.0766
2001,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,10-20%,0.0259
2001,Equivalized Personal Income,Household income,22,10-20%,0.034
2001,Equivalized Personal Income,Personal income,1,10-20%,0.0338
2001,Equivalized Personal Income,Taxes,12,10-20%,0.0048
2001,Equivalized Personal Income,Disposable personal income,13,10-20%,0.0384
2001,Equivalized Personal Income,Compensation of employees,23,20-30%,0.0345
2001,Equivalized Personal Income,Proprietors' income with inventory valuation,24,20-30%,0.0042
2001,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,20-30%,0.0512
2001,Equivalized Personal Income,Household income receipts on assets,26,20-30%,0.0149
2001,Equivalized Personal Income,Household interest income,27,20-30%,0.0171
2001,Equivalized Personal Income,Household dividend income,28,20-30%,0.0086
2001,Equivalized Personal Income,Household current transfer receipts,29,20-30%,0.1344
2001,Equivalized Personal Income,Government social benefits,30,20-30%,0.1409
2001,Equivalized Personal Income,Household current transfer receipts from business (net),31,20-30%,0.0421
2001,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,20-30%,0.0523
2001,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,20-30%,0.0353
2001,Equivalized Personal Income,Household income,22,20-30%,0.0425
2001,Equivalized Personal Income,Personal income,1,20-30%,0.0424
2001,Equivalized Personal Income,Taxes,12,20-30%,0.009
2001,Equivalized Personal Income,Disposable personal income,13,20-30%,0.0477
2001,Equivalized Personal Income,Compensation of employees,23,30-40%,0.0487
2001,Equivalized Personal Income,Proprietors' income with inventory valuation,24,30-40%,0.01
2001,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,30-40%,0.0613
2001,Equivalized Personal Income,Household income receipts on assets,26,30-40%,0.0251
2001,Equivalized Personal Income,Household interest income,27,30-40%,0.0276
2001,Equivalized Personal Income,Household dividend income,28,30-40%,0.0177
2001,Equivalized Personal Income,Household current transfer receipts,29,30-40%,0.1322
2001,Equivalized Personal Income,Government social benefits,30,30-40%,0.1375
2001,Equivalized Personal Income,Household current transfer receipts from business (net),31,30-40%,0.0526
2001,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,30-40%,0.0679
2001,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,30-40%,0.0499
2001,Equivalized Personal Income,Household income,22,30-40%,0.0528
2001,Equivalized Personal Income,Personal income,1,30-40%,0.0528
2001,Equivalized Personal Income,Taxes,12,30-40%,0.0163
2001,Equivalized Personal Income,Disposable personal income,13,30-40%,0.0586
2001,Equivalized Personal Income,Compensation of employees,23,40-50%,0.0656
2001,Equivalized Personal Income,Proprietors' income with inventory valuation,24,40-50%,0.0158
2001,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,40-50%,0.07
2001,Equivalized Personal Income,Household income receipts on assets,26,40-50%,0.0384
2001,Equivalized Personal Income,Household interest income,27,40-50%,0.0421
2001,Equivalized Personal Income,Household dividend income,28,40-50%,0.0275
2001,Equivalized Personal Income,Household current transfer receipts,29,40-50%,0.1189
2001,Equivalized Personal Income,Government social benefits,30,40-50%,0.1225
2001,Equivalized Personal Income,Household current transfer receipts from business (net),31,40-50%,0.0636
2001,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,40-50%,0.0752
2001,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,40-50%,0.0677
2001,Equivalized Personal Income,Household income,22,40-50%,0.0638
2001,Equivalized Personal Income,Personal income,1,40-50%,0.0638
2001,Equivalized Personal Income,Taxes,12,40-50%,0.027
2001,Equivalized Personal Income,Disposable personal income,13,40-50%,0.0696
2001,Equivalized Personal Income,Compensation of employees,23,50-60%,0.0868
2001,Equivalized Personal Income,Proprietors' income with inventory valuation,24,50-60%,0.026
2001,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,50-60%,0.078
2001,Equivalized Personal Income,Household income receipts on assets,26,50-60%,0.0519
2001,Equivalized Personal Income,Household interest income,27,50-60%,0.0559
2001,Equivalized Personal Income,Household dividend income,28,50-60%,0.0404
2001,Equivalized Personal Income,Household current transfer receipts,29,50-60%,0.1037
2001,Equivalized Personal Income,Government social benefits,30,50-60%,0.1048
2001,Equivalized Personal Income,Household current transfer receipts from business (net),31,50-60%,0.0773
2001,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,50-60%,0.0965
2001,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,50-60%,0.0903
2001,Equivalized Personal Income,Household income,22,50-60%,0.0775
2001,Equivalized Personal Income,Personal income,1,50-60%,0.0774
2001,Equivalized Personal Income,Taxes,12,50-60%,0.0435
2001,Equivalized Personal Income,Disposable personal income,13,50-60%,0.0828
2001,Equivalized Personal Income,Compensation of employees,23,60-70%,0.1124
2001,Equivalized Personal Income,Proprietors' income with inventory valuation,24,60-70%,0.0391
2001,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,60-70%,0.091
2001,Equivalized Personal Income,Household income receipts on assets,26,60-70%,0.0654
2001,Equivalized Personal Income,Household interest income,27,60-70%,0.0686
2001,Equivalized Personal Income,Household dividend income,28,60-70%,0.0562
2001,Equivalized Personal Income,Household current transfer receipts,29,60-70%,0.0827
2001,Equivalized Personal Income,Government social benefits,30,60-70%,0.0818
2001,Equivalized Personal Income,Household current transfer receipts from business (net),31,60-70%,0.0932
2001,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,60-70%,0.0964
2001,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,60-70%,0.1176
2001,Equivalized Personal Income,Household income,22,60-70%,0.0932
2001,Equivalized Personal Income,Personal income,1,60-70%,0.0932
2001,Equivalized Personal Income,Taxes,12,60-70%,0.0662
2001,Equivalized Personal Income,Disposable personal income,13,60-70%,0.0975
2001,Equivalized Personal Income,Compensation of employees,23,70-80%,0.1388
2001,Equivalized Personal Income,Proprietors' income with inventory valuation,24,70-80%,0.0586
2001,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,70-80%,0.1033
2001,Equivalized Personal Income,Household income receipts on assets,26,70-80%,0.0886
2001,Equivalized Personal Income,Household interest income,27,70-80%,0.0912
2001,Equivalized Personal Income,Household dividend income,28,70-80%,0.0811
2001,Equivalized Personal Income,Household current transfer receipts,29,70-80%,0.0777
2001,Equivalized Personal Income,Government social benefits,30,70-80%,0.0751
2001,Equivalized Personal Income,Household current transfer receipts from business (net),31,70-80%,0.1139
